Row Labels,Count of movie_id,tite
245574,62,Y Tu Mam Tambin
338348,62,The Polar Express
213847,62,Malena
379786,62,Serenity
118929,62,Dark City
108160,62,Sleepless in Seattle
58150,62,Goldfinger
66999,62,Dirty Harry
6333060,61,Icarus
2403021,61,The Green Inferno
2216240,61,A Hijacking
1667889,61,Ice Age: Continental Drift
1783732,61,John Dies at the End
1975159,61,Flight 7500
1763303,61,The First Time
1216475,61,Cars 2
1302011,61,Kung Fu Panda 2
1482459,61,The Lorax
822832,61,Marley & Me
1078588,61,My Sister's Keeper
1135503,61,Julie & Julia
879870,61,Eat Pray Love
861739,61,Elite Squad
390384,61,Primer
315327,61,Bruce Almighty
293662,61,The Transporter
419887,61,The Kite Runner
187078,61,Gone in Sixty Seconds
103874,61,Dracula
118849,61,Children of Heaven
128442,61,Rounders
112697,61,Clueless
78346,61,Superman
53472,61,Breathless
3541262,60,The Admiral: Roaring Currents
3760922,60,My Big Fat Greek Wedding 2
4730986,60,Divines
2910274,60,Obvious Child
2515030,60,Escobar: Paradise Lost
2917388,60,Kidnapping Mr. Heineken
3210686,60,Son of God
1703957,60,Genius
1747958,60,Blood Ties
1438176,60,Fright Night
1433108,60,Faster
1436562,60,Rio
1270262,60,The Devil's Double
482606,60,The Strangers
479884,60,Crank
455407,60,The Crazies
468489,60,Half Nelson
426931,60,August Rush
243133,60,The Man Who Wasn't There
371724,60,The Hitchhiker's Guide to the Galaxy
112462,60,Batman Forever
117509,60,Romeo + Juliet
129167,60,The Iron Giant
12349,60,The Kid
50986,60,Wild Strawberries
95631,60,Midnight Run
32553,60,The Great Dictator
4387040,59,Airlift
3504048,59,Housebound
4581576,59,Aftermath
3083008,59,The Program
3118452,59,Circle
2852458,59,Stranger by the Lake
2091935,59,Mr. Right
2062700,59,Song to Song
2039345,59,Grand Piano
1480656,59,Cosmopolis
1653665,59,Goodbye Christopher Robin
1424381,59,Predators
1622547,59,30 Minutes or Less
1366344,59,The Sitter
1174732,59,An Education
900387,59,Suite Franaise
1055292,59,Life As We Know It
775440,59,Cell
460791,59,The Fall
870111,59,Frost/Nixon
369702,59,The Sea Inside
376136,59,The Rum Diary
320691,59,Underworld
111503,59,True Lies
187393,59,The Patriot
120667,59,Fantastic Four
71360,59,The Conversation
62229,59,Le Samoura
49406,59,The Killing
25316,59,It Happened One Night
3495026,58,Fan
3704700,58,Brain on Fire
3792960,58,The Brand New Testament
4126304,58,Cartel Land
2581244,58,Life After Beth
1441940,58,Broken
1361318,58,Good People
1190539,58,The Chaser
1645089,58,Inside Job
1234548,58,The Men Who Stare at Goats
491175,58,Suburbicon
1069238,58,Departures
997152,58,The Experiment
389860,58,Click
431197,58,The Kingdom
383028,58,"Synecdoche, New York"
110148,58,Interview with the Vampire
128853,58,You've Got Mail
113568,58,Ghost in the Shell
87544,58,Nausica of the Valley of the Wind
84602,58,Rocky III
84726,58,Star Trek II: The Wrath of Khan
82010,58,An American Werewolf in London
4025514,57,Suburra
5962210,57,Ingrid Goes West
3068194,57,Love & Friendship
1760967,57,Ill Manors
1763264,57,No One Lives
1584016,57,Catfish
1229822,57,Jane Eyre
1196956,57,One Chance
475276,57,United 93
780511,57,Everybody's Fine
443274,57,Vantage Point
780571,57,Mr. Brooks
1001508,57,He's Just Not That Into You
384537,57,Silent Hill
380510,57,The Lovely Bones
181865,57,Traffic
118688,57,Batman & Robin
159365,57,Cold Mountain
187738,57,Blade II
17136,57,Metropolis
73629,57,The Rocky Horror Picture Show
3702652,56,The Other Side of the Door
5929776,56,Before the Flood
5952332,56,Amanda Knox
2366450,56,Stories We Tell
2486682,56,The Square
1833673,56,Dhoom 3
1720616,56,Friends with Kids
1912398,56,God Bless America
1780798,56,Clown
1655460,56,Wanderlust
1085492,56,The Prince
1135084,56,Takers
765446,56,Escape from Planet Earth
460740,56,Cashback
905372,56,The Thing
795368,56,Death at a Funeral
272020,56,The Last Castle
430922,56,Role Models
113189,56,GoldenEye
120669,56,Fear and Loathing in Las Vegas
119038,56,The Dinner Game
111495,56,Three Colors: Red
88944,56,Commando
97428,56,Ghostbusters II
80120,56,The Warriors
7153766,55,Unsane
5155780,55,The Discovery
4832640,55,Sultan
2438644,55,The Keeper of Lost Causes
2631186,55,Baahubali: The Beginning
2764784,55,Phoenix
2306745,55,Sound City
2356180,55,Bhaag Milkha Bhaag
2056771,55,A Bigger Splash
1942884,55,Indie Game: The Movie
1767372,55,She's Funny That Way
1996310,55,Lore
1591479,55,Act of Valor
1186830,55,Agora
1294688,55,Last Night
1478964,55,Attack the Block
1182350,55,You Will Meet a Tall Dark Stranger
986263,55,Surrogates
795351,55,Case 39
808506,55,The Girl Who Leapt Through Time
1067583,55,Water for Elephants
364725,55,DodgeBall: A True Underdog Story
339291,55,Lemony Snicket's A Series of Unfortunate Events
126029,55,Shrek
120804,55,Resident Evil
183790,55,A Knight's Tale
163651,55,American Pie
108330,55,This Boys Life
146838,55,Any Given Sunday
44081,55,A Streetcar Named Desire
69762,55,Badlands
93437,55,The Lost Boys
92067,55,Castle in the Sky
3623726,54,Ricki and the Flash
3322420,54,Queen
2309224,54,Big Bad Wolves
2004432,54,Wolf Creek 2
1436045,54,13 Assassins
1142988,54,The Ugly Truth
465494,54,Hitman
287978,54,Daredevil
432348,54,Saw II
433362,54,Daybreakers
120623,54,A Bug's Life
172156,54,Bad Boys II
113824,54,Whisper of the Heart
125664,54,Man on the Moon
107943,54,The Remains of the Day
121164,54,Corpse Bride
82340,54,Escape from New York
96754,54,The Abyss
96256,54,They Live
74486,54,Eraserhead
70909,54,Westworld
48545,54,Rebel Without a Cause
97814,54,Kiki's Delivery Service
5946128,53,Dear Zindagi
3824458,53,Tangerine
4284010,53,"What Happened, Miss Simone?"
2345567,53,Haunter
2275946,53,Redirected
2659414,53,Miracle in Cell No. 7
2828996,53,A Haunted House 2
2788716,53,Welcome to Me
1924394,53,The Angels' Share
1715336,53,Mindscape
2082197,53,Barfi!
1178663,53,Whatever Works
1430607,53,Arthur Christmas
851578,53,Paprika
455760,53,Dead Silence
758746,53,Friday the 13th
463998,53,Freedom Writers
330793,53,The Punisher
120762,53,Mulan
120616,53,The Mummy
190332,53,"Crouching Tiger, Hidden Dragon"
109424,53,Chungking Express
102057,53,Hook
94012,53,Spaceballs
50212,53,The Bridge on the River Kwai
79470,53,Life of Brian
71230,53,Blazing Saddles
87538,53,The Karate Kid
94291,53,Wall Street
4908644,52,Winter on Fire: Ukraine's Fight for Freedom
3707106,52,By the Sea
5723286,52,Wheelman
4430212,52,Drishyam
3576728,52,Bilal: A New Breed of Hero
2591814,52,The Garden of Words
2532528,52,Dirty Wars
1922685,52,Phantom
1935156,52,Jodorowsky's Dune
1703148,52,The Hunter
1770734,52,Shadow Dancer
2063781,52,Smashed
1673697,52,The Sapphires
1715873,52,10 Years
1178665,52,A Walk in the Woods
1600195,52,Abduction
1034314,52,Iron Sky
1131724,52,0.098611111
795421,52,Mamma Mia!
862856,52,Trick 'r Treat
947810,52,Green Zone
421239,52,Red Eye
227445,52,The Score
248667,52,Ali
386117,52,Where the Wild Things Are
418763,52,Jarhead
105665,52,Twin Peaks: Fire Walk with Me
99653,52,Ghost
99810,52,The Hunt for Red October
122933,52,Analyze This
120679,52,Frida
203019,52,Men of Honor
111507,52,Three Colors: White
118655,52,Austin Powers: International Man of Mystery
33870,52,The Maltese Falcon
91369,52,Labyrinth
63350,52,Night of the Living Dead
32976,52,Rebecca
91167,52,Hannah and Her Sisters
3501112,51,Security
3547740,51,The Blier Family
5723272,51,In the Fade
2245003,51,Miss You Already
2461132,51,Happy New Year
2398249,51,They Came Together
2401097,51,Tracers
2334871,51,Snatched
2799166,51,The Pyramid
2183034,51,Earth to Echo
2235108,51,Dear White People
1829012,51,Passion
1821658,51,The Nut Job
1698648,51,Girl Most Likely
1232776,51,Fish Tank
1386932,51,Ip Man 2
1204340,51,Tyrannosaur
445922,51,Across the Universe
983213,51,5 Centimeters per Second
452608,51,Death Race
1059786,51,Eagle Eye
1117385,51,Felon
1067106,51,A Christmas Carol
1071875,51,Ghost Rider: Spirit of Vengeance
398165,51,The Longest Yard
101765,51,The Double Life of Veronique
171804,51,Boys Don't Cry
100507,51,Rocky V
104952,51,My Cousin Vinny
112461,51,The Basketball Diaries
70034,51,Enter the Dragon
86979,51,Blood Simple
96061,51,Scrooged
59800,51,Thunderball
4645368,50,It's Only the End of the World
3963816,50,Marauders
4666726,50,Christine
5084170,50,Blade of the Immortal
4535650,50,Dilwale
2625030,50,New World
1951216,50,The Look of Love
1780762,50,Aftershock
1734493,50,Unlocked
1262416,50,Scream 4
1587707,50,Exit Through the Gift Shop
1289406,50,Harry Brown
465551,50,Notes on a Scandal
472033,50,9
873886,50,Red State
370263,50,AVP: Alien vs. Predator
246460,50,Die Another Day
251127,50,How to Lose a Guy in 10 Days
156887,50,Perfect Blue
159097,50,The Virgin Suicides
120889,50,What Dreams May Come
107808,50,A Perfect World
72431,50,Young Frankenstein
93177,50,Hellraiser
96438,50,Who Framed Roger Rabbit
88846,50,Brazil
72271,50,The Texas Chain Saw Massacre
5825380,49,Wonder Wheel
3503406,49,The Whole Truth
3774694,49,Love
3409392,49,Timbuktu
4273292,49,Under the Shadow
3169770,49,Retribution
2375574,49,A Field in England
3177316,49,Honeymoon
1925431,49,Fire with Fire
1531663,49,Everything Must Go
1502404,49,Drive Angry
1313092,49,Animal Kingdom
1216492,49,Leap Year
1038919,49,The Bounty Hunter
300140,49,Lilya 4-ever
373074,49,Kung Fu Hustle
254686,49,The Piano Teacher
351283,49,Madagascar
387131,49,The Constant Gardener
287467,49,Talk to Her
268380,49,Ice Age
292506,49,The Recruit
411477,49,Hellboy II: The Golden Army
265208,49,The Girl Next Door
207201,49,What Women Want
120912,49,Men in Black II
120789,49,Pleasantville
94862,49,Child's Play
5635086,48,God's Own Country
4572792,48,The Book of Henry
6359956,48,A Bad Moms Christmas
4921860,48,MSG 2 The Messenger
2752688,48,Rosewater
2832470,48,Dead Snow 2: Red vs. Dead
2247476,48,When the Game Stands Tall
2014338,48,Side by Side
1999987,48,Breathe In
1781827,48,Hands of Stone
1440345,48,This Must Be the Place
1231587,48,Hot Tub Time Machine
1464763,48,Mute
1424797,48,I Killed My Mother
1598822,48,New Year's Eve
844479,48,The Collector
462538,48,The Simpsons Movie
340377,48,The Station Agent
290673,48,Irreversible
419677,48,Dead Man's Shoes
265459,48,One Hour Photo
211933,48,Awake
133152,48,Planet of the Apes
185125,48,All About My Mother
120347,48,Tomorrow Never Dies
120685,48,Godzilla
64665,48,Midnight Cowboy
78841,48,Being There
95159,48,A Fish Called Wanda
84805,48,Tootsie
3628584,47,Barbershop: The Next Cut
2609912,47,Kevin Hart: Let Me Explain
2309961,47,Afflicted
2321405,47,My Life as a Zucchini
2027064,47,Blue Caprice
1798188,47,From Up on Poppy Hill
1854236,47,Love Is All You Need
2103264,47,Emperor
1226229,47,Get Him to the Greek
1341167,47,Four Lions
1179904,47,Paranormal Activity
1457765,47,The Haunting in Connecticut 2: Ghosts of Georgia
1440728,47,The American
1226753,47,The Debt
1179034,47,From Paris with Love
480687,47,Hall Pass
454841,47,The Hills Have Eyes
1126618,47,Morning Glory
404032,47,The Exorcism of Emily Rose
389722,47,30 Days of Night
338564,47,Infernal Affairs
212338,47,Meet the Parents
412019,47,Broken Flowers
387898,47,Cach
276919,47,Dogville
107822,47,The Piano
120102,47,Seven Years in Tibet
113101,47,Four Rooms
118571,47,Air Force One
57076,47,From Russia with Love
88930,47,Clue
64276,47,Easy Rider
54331,47,Spartacus
95705,47,The Naked Gun: From the Files of Police Squad!
88680,47,After Hours
42192,47,All About Eve
80761,47,Friday the 13th
7048622,46,The Insult
4270516,46,Grandma
4291600,46,Lady Macbeth
2349144,46,Mississippi Grind
2261287,46,Ballerina
2292959,46,The Canyons
1954315,46,Borgman
1827512,46,The Kid with a Bike
1313139,46,The Oranges
1188729,46,Pandorum
1620680,46,A Wrinkle in Time
465580,46,Push
816462,46,Conan the Barbarian
448694,46,Puss in Boots
462499,46,Rambo
1072748,46,Winchester
1027718,46,Wall Street: Money Never Sleeps
889573,46,The Switch
1047011,46,Song for Marion
243155,46,Bridget Jones's Diary
427470,46,The Lookout
318627,46,Resident Evil: Apocalypse
433387,46,Harsh Times
276751,46,About a Boy
112740,46,Crimson Tide
117998,46,Twister
106697,46,Demolition Man
112818,46,Dead Man Walking
120855,46,Tarzan
111282,46,Stargate
79944,46,Stalker
56663,46,Vivre Sa Vie
97493,46,Heathers
5639354,45,A Fantastic Woman
3735246,45,Bajirao Mastani
5304992,45,Set It Up
3278330,45,Tale of Tales
2406252,45,Venus in Fur
3280262,45,Cult of Chucky
2714900,45,Finding Vivian Maier
2389182,45,Cheap Thrills
2091256,45,Captain Underpants: The First Epic Movie
1798603,45,Bad Santa 2
1798243,45,Rudderless
2140037,45,Jane Got a Gun
1935896,45,The ABCs of Death
1702014,45,The Way He Looks
1638364,45,The Armstrong Lie
1214962,45,Seeking Justice
1529572,45,Trust
1657510,45,Gimme Shelter
1366365,45,The Cold Light of Day
1486185,45,Red Riding Hood
805570,45,The Midnight Meat Train
480242,45,Dan in Real Life
1093357,45,The Darkest Hour
1034032,45,Gamer
446755,45,The Painted Veil
862467,45,Valhalla Rising
398808,45,Bridge to Terabithia
305224,45,Anger Management
292963,45,Before the Devil Knows You're Dead
368891,45,National Treasure
266987,45,Spy Game
397535,45,Memoirs of a Geisha
369441,45,Fun with Dick and Jane
103939,45,Chaplin
120647,45,Deep Impact
120917,45,The Emperor's New Groove
112722,45,Copycat
97441,45,Glory
47437,45,Sabrina
91064,45,The Fly
44706,45,High Noon
5213534,44,Supersonic
3461252,44,The Blue Elephant
4477536,44,Fifty Shades Freed
7608028,44,The Open House
2652118,44,"Crouching Tiger, Hidden Dragon: Sword of Destiny"
2800240,44,Serial (Bad) Weddings
2948790,44,Return to Sender
2967006,44,The Trip to Italy
3231054,44,Risen
2639344,44,Love Is Strange
1800741,44,Step Up Revolution
1703199,44,Grave Encounters
2139555,44,Playing It Cool
2118624,44,The Final Girls
2182972,44,Song One
1583420,44,Larry Crowne
1321860,44,The Beaver
1396218,44,Mr. Popper's Penguins
1204342,44,The Muppets
1131734,44,Jennifer's Body
810913,44,Jack and Jill
804461,44,Death Sentence
467200,44,The Other Boleyn Girl
367959,44,Hannibal Rising
427309,44,The Great Debaters
404203,44,Little Children
359013,44,Blade: Trinity
364517,44,Love Me If You Dare
384806,44,The Amityville Horror
112281,44,Ace Ventura: When Nature Calls
206314,44,Joy Ride
120655,44,Dogma
113627,44,Leaving Las Vegas
38787,44,Notorious
62512,44,You Only Live Twice
15864,44,The Gold Rush
3767372,43,Piku
3610746,43,Don't Hang Up
5912454,43,Blue Jay
3387266,43,A United Kingdom
3658772,43,Misconduct
3708886,43,War on Everyone
4341582,43,Queen of Katwe
2679552,43,I.T.
2965412,43,Comet
2055765,43,The English Teacher
1981107,43,The Young and Prodigious T.S. Spivet
2101570,43,In the Blood
2212008,43,The Bag Man
1945084,43,Everly
2178470,43,Yeh Jawaani Hai Deewani
1542768,43,True Memoirs of an International Assassin
1579361,43,Chasing Ice
1191111,43,Enter the Void
1220634,43,Resident Evil: Afterlife
763831,43,A Thousand Words
938283,43,The Last Airbender
822847,43,Priest
1029234,43,Martyrs
981227,43,Nick and Norah's Infinite Playlist
1045772,43,I Love You Phillip Morris
498380,43,Letters from Iwo Jima
1034389,43,The Eagle
325805,43,Matchstick Men
397892,43,Bolt
395584,43,The Devil's Rejects
366627,43,The Jacket
421073,43,Street Kings
240890,43,Serendipity
295701,43,xXx
223897,43,Pay It Forward
120188,43,Three Kings
99871,43,Jacob's Ladder
170016,43,How the Grinch Stole Christmas
143145,43,The World Is Not Enough
159273,43,Behind Enemy Lines
54047,43,The Magnificent Seven
95647,43,Mississippi Burning
97757,43,The Little Mermaid
77405,43,Days of Heaven
85995,43,National Lampoon's Vacation
4645330,42,Denial
3387648,42,The Taking of Deborah Logan
4559006,42,Ae Dil Hai Mushkil
5117670,42,Peter Rabbit
3263614,42,"Kumiko, the Treasure Hunter"
2980706,42,Planes: Fire & Rescue
2381335,42,Fed Up
2513074,42,Billy Lynn's Long Halftime Walk
1748207,42,Sound of My Voice
2070649,42,Silenced
2093991,42,Elvis & Nixon
1741243,42,Pawn Shop Chronicles
1674784,42,Trespass
2040560,42,The Pact
1954701,42,A Coffee in Berlin
2043933,42,Night Moves
1216487,42,The Girl Who Played with Fire
1263670,42,Crazy Heart
1477076,42,Saw: The Final Chapter
1621039,42,Free Birds
1509767,42,The Three Musketeers
1213648,42,London Boulevard
1433822,42,The Apparition
1324999,42,The Twilight Saga: Breaking Dawn - Part 1
1462041,42,Dream House
1226774,42,In the Loop
808417,42,Persepolis
1132449,42,Lay the Favorite
834001,42,Underworld: Rise of the Lycans
480669,42,Timecrimes
962736,42,The Young Victoria
230838,42,Sweet November
375611,42,Black
327850,42,The Rundown
299977,42,Hero
324216,42,The Texas Chainsaw Massacre
374900,42,Napoleon Dynamite
335245,42,The Ladykillers
243655,42,Wet Hot American Summer
244244,42,Swordfish
387808,42,Idiocracy
142342,42,Big Daddy
108358,42,Tombstone
142688,42,The Ninth Gate
105112,42,Patriot Games
119282,42,Hercules
98258,42,Say Anything...
120812,42,Rush Hour
81573,42,Superman II
93191,42,Wings of Desire
17925,42,The General
71807,42,The Man with the Golden Gun
78718,42,...And Justice for All
79945,42,Star Trek: The Motion Picture
6048930,41,Naked
3733774,41,The Trust
3721954,41,Maudie
3674140,41,The Salt of the Earth
3471098,41,Maggie's Plan
2281159,41,Contracted
2383068,41,The Sacrament
2263944,41,Dragon Ball Z: Battle of Gods
2855648,41,Madras Cafe
1762399,41,Walking With Dinosaurs
1716772,41,The Inbetweeners Movie
1667353,41,Mirror Mirror
1788391,41,Kill List
1179056,41,A Nightmare on Elm Street
1464580,41,Stake Land
1352824,41,Chloe
1590089,41,Confessions
1640459,41,Hobo with a Shotgun
1286537,41,"Food, Inc."
1054606,41,The Imaginarium of Doctor Parnassus
896872,41,The Whistleblower
892318,41,Letters to Juliet
1007028,41,Zack and Miri Make a Porno
1078912,41,Night at the Museum: Battle of the Smithsonian
1171222,41,Baggage Claim
1129442,41,Transporter 3
1161864,41,The Rite
890870,41,Saw IV
1121931,41,Crank: High Voltage
432021,41,Resident Evil: Extinction
314353,41,Tears of the Sun
368447,41,The Village
365737,41,Syriana
253556,41,Reign of Fire
338526,41,Van Helsing
401855,41,Underworld: Evolution
368008,41,The Manchurian Candidate
337563,41,13 Going on 30
123964,41,Life
166896,41,The Straight Story
162346,41,Ghost World
110932,41,Quiz Show
104652,41,Porco Rosso
116705,41,Jingle All the Way
48424,41,The Night of the Hunter
64757,41,On Her Majesty's Secret Service
90329,41,Witness
66995,41,Diamonds Are Forever
44741,41,Ikiru
67992,41,Willy Wonka & the Chocolate Factory
86567,41,WarGames
86200,41,Risky Business
61184,41,Who's Afraid of Virginia Woolf?
70328,41,Live and Let Die
56193,41,Lolita
68473,41,Deliverance
4411596,40,My Cousin Rachel
4272866,40,The Boy and the Beast
5571734,40,Pink
4359416,40,Taxi
2481198,40,Sunshine on Leith
2428170,40,Creep
2675914,40,In Order of Disappearance
2852376,40,Heli
1714203,40,Piranha 3DD
1920945,40,Good Vibrations
2187115,40,Child's Pose
2011971,40,Monsieur Lazhar
1545754,40,Are You Here
1259571,40,The Twilight Saga: New Moon
1033643,40,What Happens in Vegas
970416,40,The Day the Earth Stood Still
1053810,40,The Big Year
247586,40,Nine Queens
401445,40,A Good Year
124315,40,The Cider House Rules
119256,40,Hard Eight
105793,40,Wayne's World
182789,40,Bicentennial Man
101889,40,The Fisher King
129290,40,Patch Adams
100814,40,Tremors
56801,40,8
76752,40,The Spy Who Loved Me
4537842,39,A Very Murray Christmas
3455224,39,Virunga
2392326,39,Le Week-End
2531318,39,The Beatles: Eight Days a Week - The Touring Years
2802136,39,Home Sweet Hell
2398241,39,Smurfs: The Lost Village
2249221,39,Zulu
2582576,39,Sand Castle
3060492,39,Before I Disappear
2300975,39,Jessabelle
2854926,39,Tag
1816518,39,Ernest & Celestine
1824254,39,We Steal Secrets: The Story of WikiLeaks
2099556,39,Antiviral
1995341,39,It's a Disaster
1541160,39,Flypaper
1646980,39,The Double
1606392,39,Win Win
1183919,39,Marley
436697,39,The Queen
489270,39,Saw III
935075,39,Rabbit Hole
770703,39,What's Your Number?
1020558,39,Centurion
1023111,39,Never Back Down
960144,39,You Don't Mess with the Zohan
1017460,39,Splice
815236,39,She's Out of My League
450278,39,Hostel
472181,39,The Smurfs
209163,39,The Mummy Returns
298148,39,Shrek 2
401711,39,"Paris, je t'aime"
389557,39,Black Book
418689,39,Flags of Our Fathers
363771,39,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
100234,39,Close-Up
177789,39,Galaxy Quest
118887,39,Cop Land
175142,39,Scary Movie
53779,39,La Dolce Vita
97123,39,Crimes and Misdemeanors
92007,39,Star Trek IV: The Voyage Home
77928,39,Midnight Express
56687,39,What Ever Happened to Baby Jane?
3810760,38,Minimalism: A Documentary About the Important Things
6772950,38,Truth or Dare
4669186,38,Kevin Hart: What Now?
5195412,38,Wakefield
4914580,38,The Age of Shadows
5541848,38,What the Health
4285496,38,Embrace of the Serpent
2393845,38,Kill Me Three Times
2920808,38,God's Pocket
3125324,38,Beyond the Lights
2366608,38,Lost River
2012011,38,Scenic Route
1734433,38,Eden
2006040,38,A Fantastic Fear of Everything
1821641,38,The Congress
2115295,38,Ginger & Rosa
1928340,38,After the Dark
2165859,38,In Fear
1603257,38,ATM
1212419,38,Hereafter
1349451,38,Butter
461770,38,Enchanted
802948,38,An American Crime
490204,38,Reign Over Me
451094,38,Sympathy for Lady Vengeance
817230,38,Valentine's Day
1032846,38,"4 Months, 3 Weeks and 2 Days"
439815,38,Slither
257076,38,S.W.A.T.
402022,38,on Flux
397065,38,House of Wax
120888,38,The Wedding Singer
106918,38,The Firm
101272,38,The Addams Family
116365,38,The Frighteners
114924,38,While You Were Sleeping
106611,38,Cool Runnings
117731,38,Star Trek: First Contact
100502,38,RoboCop 2
38355,38,The Big Sleep
72443,38,Mirror
70917,38,The Wicker Man
93822,38,Raising Arizona
89880,38,Rambo: First Blood Part II
82198,38,Conan the Barbarian
4468634,37,Certain Women
3848892,37,Baby
7642818,37,In the Family
4899370,37,Megan Leavey
3462710,37,Unforgettable
2415458,37,The Wolfpack
2511428,37,Cold Comes the Night
2376218,37,The Forger
2784936,37,Backtrack
1836808,37,Great Expectations
2187884,37,Escape from Tomorrow
1869347,37,Crooked House
1736633,37,"Oslo, August 31st"
1860355,37,Undefeated
2011311,37,The Outsider
1268799,37,A Very Harold & Kumar Christmas
1441912,37,The Way
1645080,37,The Art of Getting By
1210042,37,Brooklyn's Finest
1372686,37,Coriolanus
963966,37,The Sorcerer's Apprentice
455824,37,Australia
479997,37,Season of the Witch
1132285,37,The Factory
1020773,37,Certified Copy
318462,37,The Motorcycle Diaries
376968,37,The Return
338337,37,Paycheck
311429,37,The League of Extraordinary Gentlemen
404390,37,Running Scared
250258,37,The Experiment
410297,37,The Lake House
373883,37,Halloween
286716,37,Hulk
371257,37,Stay
388482,37,Transporter 2
348836,37,Gothika
177971,37,The Perfect Storm
116483,37,Happy Gilmore
120265,37,Taste of Cherry
119978,37,The Rainmaker
139134,37,Cruel Intentions
52561,37,Anatomy of a Murder
61811,37,In the Heat of the Night
88128,37,Sixteen Candles
86541,37,Videodrome
92563,37,Angel Heart
87803,37,Nineteen Eighty-Four
49730,37,The Searchers
87928,37,Police Academy
55630,37,Yojimbo
3901826,36,The Breadwinner
3442990,36,Lila & Eve
6697582,36,Arif V 216
4703048,36,6 Days
5222918,36,The Other Side of Hope
5649108,36,Thoroughbreds
2425486,36,Gloria
2486678,36,5 to 7
3089388,36,Tim's Vermeer
2262315,36,The Good Neighbor
3212232,36,I Am Wrath
2279339,36,Love the Coopers
2620590,36,Leatherface
2608224,36,The Butterfly's Dream
1841642,36,Demonic
1985019,36,Austenland
1742336,36,Your Sister's Sister
1772240,36,Apollo 18
1340107,36,In a Better World
1634122,36,Johnny English Reborn
1325004,36,The Twilight Saga: Eclipse
1313104,36,The Cove
1362058,36,Cockneys vs Zombies
1219342,36,Legend of the Guardians: The Owls of Ga'Hoole
1564585,36,Skyline
1596346,36,Soul Surfer
1273235,36,A Serbian Film
1592873,36,LOL
1555149,36,Elite Squad: The Enemy Within
977855,36,Fair Game
445934,36,Blades of Glory
758730,36,Aliens vs Predator: Requiem
980970,36,The Chronicles of Narnia: The Voyage of the Dawn Treader
859163,36,The Mummy: Tomb of the Dragon Emperor
477071,36,Premonition
450232,36,16 Blocks
1038686,36,Legion
445990,36,Invincible
1103275,36,Two Lovers
499448,36,The Chronicles of Narnia: Prince Caspian
393109,36,Brick
249462,36,Billy Elliot
252866,36,American Pie 2
285823,36,Once Upon a Time in Mexico
397101,36,The Skeleton Key
293508,36,The Phantom of the Opera
215129,36,Road Trip
364045,36,Taking Lives
106226,36,The Age of Innocence
120082,36,Scream 2
107653,36,Naked
103772,36,Basic Instinct
100758,36,Teenage Mutant Ninja Turtles
117705,36,Space Jam
115685,36,The Birdcage
104694,36,A League of Their Own
100403,36,Predator 2
114388,36,Sense and Sensibility
119164,36,The Full Monty
137363,36,Arlington Road
118842,36,Chasing Amy
117631,36,Shine
80745,36,Flash Gordon
85334,36,A Christmas Story
98084,36,Pet Sematary
88323,36,The NeverEnding Story
91790,36,Pretty in Pink
32551,36,The Grapes of Wrath
89881,36,Ran
90305,36,Weird Science
37558,36,Brief Encounter
4443658,35,Better Watch Out
6316138,35,Ayla: The Daughter of War
4255304,35,The Void
3622120,35,Kajaki
3480796,35,Vice
5001754,35,Braven
3534602,35,The D Train
4193394,35,Indignation
3672742,35,Turbo Kid
5988370,35,Reis
4900716,35,Kapoor and Sons
3153634,35,Hope
2883434,35,Black or White
2617828,35,Free Fall
2299842,35,Pieta
2372678,35,2 States
2126235,35,Collide
1833844,35,Berberian Sound Studio
1930294,35,Black Rock
1935902,35,The Brass Teapot
1792647,35,Cirque du Soleil: Worlds Away
1876277,35,Into the White
2203308,35,Aashiqui 2
1791614,35,Struck by Lightning
2070776,35,Populaire
1714210,35,Weekend
1772424,35,Where Do We Go Now?
1468846,35,Get a Job
1240982,35,Your Highness
1649444,35,[REC] Genesis
1430626,35,The Pirates! In an Adventure with Scientists!
1416801,35,Kill the Irishman
1412528,35,Table 19
1226273,35,Edge of Darkness
1422136,35,A Lonely Place to Die
475394,35,Smokin' Aces
864761,35,The Duchess
780521,35,The Princess and the Frog
995868,35,Pel: Birth of a Legend
1132626,35,Saw V
999913,35,Straw Dogs
372824,35,The Chorus
411061,35,88 Minutes
390022,35,Friday Night Lights
395972,35,North Country
415306,35,Talladega Nights: The Ballad of Ricky Bobby
218967,35,The Family Man
426883,35,Alpha Dog
433400,35,Just Friends
235198,35,Audition
372588,35,Team America: World Police
274812,35,Secretary
149261,35,Deep Blue Sea
109831,35,Four Weddings and a Funeral
116996,35,Mars Attacks!
117802,35,Swingers
120681,35,From Hell
118789,35,Buffalo '66
115798,35,The Cable Guy
118883,35,Conspiracy Theory
103919,35,Candyman
104940,35,The Muppet Christmas Carol
52311,35,Touch of Evil
97351,35,Field of Dreams
97733,35,Lethal Weapon 2
88258,35,This Is Spinal Tap
62765,35,Bullitt
5813916,34,The Mountain II
5719700,34,Home Again
4936450,34,Graduation
3577624,34,A Perfect Day
5229228,34,ftarlk Gazoz
7291268,34,Gaga: Five Foot Two
5460276,34,Kaabil
2872518,34,The Shack
2265534,34,The Lifeguard
3148502,34,Tamasha
2465146,34,And So It Goes
